small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,baseline,1,1tXp6_NP-A0,I CAN count objects with 1:1 correspondence.,Leah_Ruesink,00:05:56,0.7318,85.0,0.7791,"The transcript effectively explains the counting principles with clear instructions and engaging prompts for learners. It focuses on the one-to-one principle and includes a practical demonstration, which is appropriate for the age group. However, while it introduces multiple challenges, it could benefit from more pictorial examples to further illustrate the counting concepts."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,baseline,2,bI1nPJgnWLs,Basic Counting - Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:04:36,0.7492,75.0,0.7495,"The transcript effectively introduces counting to 10 with clear, step-by-step examples using tangible objects like apples and books, which aligns with the curriculum objective. However, it lacks a deeper exploration of counting principles and could benefit from more engagement prompts to encourage interaction and reinforce understanding."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,baseline,3,KG6ILNOiMgM,Math Antics - Decimal Place Value,mathantics,00:11:51,0.7105,10.0,0.4663,"The transcript is not appropriate for 5-6 year old learners, as it focuses on complex concepts like decimal places and fractions, which are far beyond their developmental level. The language is too advanced, and it introduces multiple new terms without sufficient clarity or engaging examples suitable for young children. Additionally, the video fails to focus on the foundational concept of counting to 10, which is the target curriculum objective."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,candidate,1,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.8582,60.0,0.7549,"The transcript attempts to explain the concept of place value using concrete objects, which is appropriate for the target age group. However, it introduces the concept of tens and ones too early without sufficient focus on counting to 10, which is the curriculum objective. The language is somewhat complex for 5-6-year-olds, and while there are some engagement prompts, they could be more interactive to maintain attention."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,candidate,2,btB-Y4OODSM,Place Value: Ones and Tens,Learn_Bright,00:04:51,0.7295,55.0,0.6577,"The transcript attempts to explain place value and counting to 10, but it introduces complex concepts like 'groups of tens' and 'ones' without sufficient simplification for 5-6 year olds. The language is somewhat complex and includes terms that may distract from the core concept, such as 'Arabic numerals' and 'place value columns'. While there are some examples with objects, the overall focus is muddled and could confuse young learners rather than engage them."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",count 10 objects,simplify,candidate,3,63feR9UeDcE,Bundling Units and Counting to 100,Math_Grizz,00:02:14,0.7559,20.0,0.5336,"The transcript does not effectively align with the target curriculum objective of counting objects within 10, as it jumps to counting to 100 without focusing on the foundational concept of place value. The language is overly complex for 5-6 year olds, introducing terms like 'bundling' and 'hundreds' without clear definitions or appropriate examples. Additionally, there are no pictographic or diagrammatic aids to support understanding, nor any engagement prompts to involve young learners."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.",retry after remine,baseline,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.8462,75.0,0.8077,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.",retry after remine,baseline,2,Zg5AAxgf9qg,Sort the Same Group Two Different Ways | Preschool and Kindergarten | Kids Academy,Kids_Academy,00:04:56,0.6668,75.0,0.7001,"The transcript effectively explains the concept of sorting objects by color and size, using clear examples with cars that are relatable for young learners. However, while the language is mostly appropriate, some phrases could be simplified further for better understanding, and the introduction of terms like 'group' could benefit from clearer definitions. The engagement prompt at the end encourages active participation, which is a positive aspect."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.",retry after remine,baseline,3,aIWWEPpWZ80,How to sort and group objects according to colour | CBC Grade 1 Math Lesson | EasyElimu,EasyElimu_Learning_Innovations,00:07:47,0.7015,65.0,0.6809,"The transcript introduces the concept of sorting effectively by using relatable examples such as colors and shapes, which are appropriate for young learners. However, the language is somewhat complex and lacks clear definitions for key terms, which may confuse the children. Additionally, while there are some engagement prompts, they could be more structured to encourage active participation."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.",retry after remine,candidate,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.8457,75.0,0.8074,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
