small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,baseline,1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,0.8409,85.0,0.8446,"The transcript effectively introduces the concept of a number line and the idea of one more and one less in a clear and engaging manner suitable for young learners. It uses relatable examples, such as counting cookies, and incorporates interactive prompts that encourage student participation. However, while the language is mostly appropriate, some phrases could be simplified further to enhance understanding for 5-6-year-olds."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,baseline,2,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,00:07:32,0.7758,55.0,0.6855,"The transcript introduces several concepts, such as number charts, place value, and comparison symbols, which may overwhelm young learners. While it attempts to explain place value and number lines, the language is complex and includes terms like 'greater than' and 'less than' without sufficient visual aids or simple definitions. Additionally, the focus shifts between multiple concepts rather than maintaining a single, clear focus, which is crucial for this age group."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,baseline,3,HWNdMnmBwXk,Year 3 Maths | Using a number line to 1000,Plytime_Learning,00:05:21,0.7628,40.0,0.6177,"The transcript attempts to explain the concept of a number line but is overly complex for 5-6 year olds, introducing numbers up to 1,000 and using terms like 'estimate' and 'scale' without clear definitions. The explanation lacks focus on the single concept of place value within 10 and does not engage students effectively with prompts or pictorial examples that would aid understanding."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,candidate,1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,0.8242,85.0,0.8345,"The transcript effectively introduces the concept of a number line and the idea of one more and one less in a clear and engaging manner suitable for young learners. It uses relatable examples, such as counting cookies, and incorporates interactive prompts that encourage student participation. However, while the language is mostly appropriate, some phrases could be simplified further to enhance understanding for 5-6-year-olds."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,candidate,2,Z8G5Zwmhxcs,Compare numbers to 10,,,0.7252,75.0,0.7351,"The transcript effectively introduces the concept of comparing numbers using a number line, aligning well with the curriculum objective. It uses simple language appropriate for young learners and includes engagement prompts for discussion. However, it could benefit from more visual aids and clearer definitions of terms like 'greater than' and 'smaller than' to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Introduce the number line and practice counting up to ten and backwords from ten, comparing the amounts of groups of objects on the number line.",simplify,candidate,3,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,00:07:32,0.7101,55.0,0.646,"The transcript introduces several concepts, such as number charts, place value, and comparison symbols, which may overwhelm young learners. While it attempts to explain place value and number lines, the language is complex and includes terms like 'greater than' and 'less than' without sufficient visual aids or simple definitions. Additionally, the focus shifts between multiple concepts rather than maintaining a single, clear focus, which is crucial for this age group."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Children transition from number tracks to number lines, counting in 1s. They practice counting to 10 forwards and backwards, understanding '1 more' and '1 less' using the number line. It also aids in comparing and ordering numbers using words and inequality symbols, reinforcing number bonds and partitioning.",short,baseline,1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,0.8409,85.0,0.8446,"The transcript effectively introduces the concept of a number line and the idea of one more and one less in a clear and engaging manner suitable for young learners. It uses relatable examples, such as counting cookies, and incorporates interactive prompts that encourage student participation. However, while the language is mostly appropriate, some phrases could be simplified further to enhance understanding for 5-6-year-olds."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Children transition from number tracks to number lines, counting in 1s. They practice counting to 10 forwards and backwards, understanding '1 more' and '1 less' using the number line. It also aids in comparing and ordering numbers using words and inequality symbols, reinforcing number bonds and partitioning.",short,baseline,2,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,00:07:32,0.7758,55.0,0.6855,"The transcript introduces several concepts, such as number charts, place value, and comparison symbols, which may overwhelm young learners. While it attempts to explain place value and number lines, the language is complex and includes terms like 'greater than' and 'less than' without sufficient visual aids or simple definitions. Additionally, the focus shifts between multiple concepts rather than maintaining a single, clear focus, which is crucial for this age group."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Children transition from number tracks to number lines, counting in 1s. They practice counting to 10 forwards and backwards, understanding '1 more' and '1 less' using the number line. It also aids in comparing and ordering numbers using words and inequality symbols, reinforcing number bonds and partitioning.",short,baseline,3,HWNdMnmBwXk,Year 3 Maths | Using a number line to 1000,Plytime_Learning,00:05:21,0.7628,40.0,0.6177,"The transcript attempts to explain the concept of a number line but is overly complex for 5-6 year olds, introducing numbers up to 1,000 and using terms like 'estimate' and 'scale' without clear definitions. The explanation lacks focus on the single concept of place value within 10 and does not engage students effectively with prompts or pictorial examples that would aid understanding."
Year 1_5-6_Autumn__Place value within 10_15_The number line,year-1__5-6__autumn__blank__place-value-within-10__15__the-number-line,15,15,Year 1,5-6,Autumn,,Place value within 10,The number line,"are introduced to a number line for the first time. So far, children have only used number tracks, so they may be tempted to label the numbers in between the divisions on the number line. Careful explanation will be needed to avoid this. All number lines will count in 1s. The number line can be used to practise and consolidate the skills learnt so far in this block. Children recap counting from zero to 10 forwards when labelling a number line and can also practise counting backwards if they read from right to left. They can clearly see that 1 more is the next number to the right on the number line, while 1 less is the previous number. The number line can also be used to consolidate comparison of numbers using both words and inequality symbols, as well as being used to order numbers. A number line is a good opportunity to count from zero, as children do not do this when counting objects.","Children transition from number tracks to number lines, counting in 1s. They practice counting to 10 forwards and backwards, understanding '1 more' and '1 less' using the number line. It also aids in comparing and ordering numbers using words and inequality symbols, reinforcing number bonds and partitioning.",short,candidate,1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,0.8708,85.0,0.8625,"The transcript effectively introduces the concept of a number line and the idea of one more and one less in a clear and engaging manner suitable for young learners. It uses relatable examples, such as counting cookies, and incorporates interactive prompts that encourage student participation. However, while the language is mostly appropriate, some phrases could be simplified further to enhance understanding for 5-6-year-olds."
