small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,baseline,1,NZVtJIdLFuU,One More and One Less - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:25,0.7763,85.0,0.8058,"The transcript effectively introduces the concept of 'one more' and 'one less' using relatable examples and a number line, which is appropriate for young learners. The language is mostly age-appropriate, and the use of interactive prompts encourages engagement, although some sections could be simplified further to enhance clarity."
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,baseline,2,AvK5J5M5ock,"MATH01L02: One more, one less",Academ-e,00:04:53,0.7283,55.0,0.657,"The transcript introduces the concept of '1 more' and '1 less' with some examples, but it lacks engaging and age-appropriate language for 5-6-year-olds. The explanations are somewhat complex and could benefit from more pictorial or diagrammatic examples, as well as clearer definitions of terms. Additionally, the use of everyday analogies, like climbing stairs, is missing, which could help in making the concept relatable and engaging for young learners."
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,baseline,3,KS0LpIPj1Vg,"Counting Within 1,000 - Finding 10 and 100 More and Less Using Place Value and Skip Counting",Miacademy_&_MiaPrep_Learning_Channel,00:09:43,0.7127,40.0,0.5876,"The transcript primarily focuses on concepts that are too advanced for the target age group of 5-6 years, such as place value beyond 10 and the concept of hundreds. The language used is complex and introduces multiple terms without clear definitions, which may confuse young learners. Additionally, the examples provided do not align with the specific curriculum objective of teaching '1 more' within 10, as they often involve larger numbers and skip counting, which could distract from the core concept."
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,candidate,1,6Upxu23H8kU,Long Addition with numbers below 20,shaunteaches,00:06:23,0.7435,45.0,0.6261,"The transcript attempts to explain the concept of adding one more to a number, but it lacks focus on the specific target curriculum objective of place value within 10. The language is overly complex for 5-6 year olds, and the explanations are convoluted, making it difficult for young learners to grasp the core idea. Additionally, while there are some pictorial references to chips, the overall presentation does not effectively engage or simplify the concept for the intended age group."
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,candidate,2,_OFWHzRMArs,Solving 2 Digit Addition: Open Number Line (NO Regrouping),Mrs._Delich,00:08:49,0.7338,45.0,0.6203,"The transcript primarily focuses on teaching a strategy for two-digit addition, which is not aligned with the target curriculum objective of adding one more to a number within 10. The language used is too complex for 5-6 year-olds, and the explanation introduces multiple concepts (like open number lines and expanded form) that may confuse young learners. Additionally, there are no pictographic examples or student engagement prompts that would help maintain the attention of this age group."
Year 1_5-6_Autumn__Place value within 10_7_1 more,year-1__5-6__autumn__blank__place-value-within-10__7__1-more,7,7,Year 1,5-6,Autumn,,Place value within 10,1 more,"Once children are confident placing numbers on a track, the language of “1 more” can be introduced. Children need to know that 1 more is the number after, and they should use their counting skills or a number track to help them. Cubes are a useful manipulative to show the concept of “1 more”, as children can link this to the everyday activity of climbing the stairs.","Add one to a number, one more, add another one.",simplify,candidate,3,b4qVmYYCTE8,HOW TO READ & WRITE NUMBERS UP TO 1 MILLION | GRADE 4,Sheena_Doria,00:06:52,0.7461,25.0,0.5477,"The transcript is not aligned with the target curriculum objective of teaching place value within 10 and adding one more. It introduces complex concepts related to larger numbers and place values up to a million, which is far beyond the comprehension level of 5-6 year olds. The language is also too complex, and there are no engaging prompts or pictographic examples suitable for this age group."
Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,10,10,Year 1,5-6,Autumn,,Place value within 10,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",Pair each one in a group to each one in another group to compare number. One to one correspondence.,simplify,baseline,1,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.717,40.0,0.5902,"The transcript primarily focuses on the concept of tens and ones, which is beyond the target curriculum objective of matching groups for learners aged 5-6. The language used is too complex for this age group, and there is a lack of engaging prompts or physical interaction with objects. Additionally, the introduction of new terms like 'tens place' and 'ones place' is not accompanied by clear definitions suitable for young learners."
Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,10,10,Year 1,5-6,Autumn,,Place value within 10,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",Pair each one in a group to each one in another group to compare number. One to one correspondence.,simplify,baseline,2,bg3FTgTmfkE,Comparing & Ordering Three-Digit Numbers,Miacademy_&_MiaPrep_Learning_Channel,00:10:19,0.6755,45.0,0.5853,"The transcript primarily focuses on comparing numbers and ordering them, which is not aligned with the target curriculum objective of matching objects to compare groups. The language is complex for 5-6 year-olds, and the introduction of terms like 'place value' and 'greater than' without clear, age-appropriate definitions may confuse learners. Additionally, the examples provided are not suitable for the age group, as they involve larger numbers and concepts beyond simple one-to-one correspondence."
Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,10,10,Year 1,5-6,Autumn,,Place value within 10,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",Pair each one in a group to each one in another group to compare number. One to one correspondence.,simplify,baseline,3,T5Qf0qSSJFI,Math Antics - Place Value,mathantics,00:09:26,0.6736,25.0,0.5042,"The transcript is not effectively tailored for 5-6 year old learners as it introduces complex concepts like base 10 and expanded form without sufficient simplification. The language is too advanced, and the explanations are lengthy and abstract, lacking the necessary visual aids and hands-on activities that would engage young children in understanding one-to-one correspondence and matching groups."
Year 1_5-6_Autumn__Place value within 10_10_Compare groups by matching,year-1__5-6__autumn__blank__place-value-within-10__10__compare-groups-by-matching,10,10,Year 1,5-6,Autumn,,Place value within 10,Compare groups by matching,"match one object with another to compare groups. This is sometimes referred to as one-to-one correspondence, where children check if, for example, there are enough presents for everyone to have one each. Children should be exposed to situations where there are too many, not enough or just the right amount. Children should be encouraged to move physical objects or draw lines between pictorial representations to support them in matching. At this stage, children do not need to know the exact difference between the groups if there is a difference.",Pair each one in a group to each one in another group to compare number. One to one correspondence.,simplify,candidate,1,EkxaRiWktME,Two-Digit Addition With and Without Regrouping,Miacademy_&_MiaPrep_Learning_Channel,00:10:08,0.6628,25.0,0.4977,"The transcript is not aligned with the target curriculum objective for age 5-6, as it focuses on two-digit addition and regrouping, which is too advanced for this age group. The language used is complex, and the explanations involve multiple steps and terms that may confuse young learners rather than support their understanding of one-to-one correspondence and basic place value concepts."
