small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,baseline,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.8462,75.0,0.8077,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,baseline,2,Zg5AAxgf9qg,Sort the Same Group Two Different Ways | Preschool and Kindergarten | Kids Academy,Kids_Academy,00:04:56,0.6668,75.0,0.7001,"The transcript effectively explains the concept of sorting objects by color and size, using clear examples with cars that are relatable for young learners. However, while the language is mostly appropriate, some phrases could be simplified further for better understanding, and the introduction of terms like 'group' could benefit from clearer definitions. The engagement prompt at the end encourages active participation, which is a positive aspect."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,baseline,3,aIWWEPpWZ80,How to sort and group objects according to colour | CBC Grade 1 Math Lesson | EasyElimu,EasyElimu_Learning_Innovations,00:07:47,0.7015,65.0,0.6809,"The transcript introduces the concept of sorting effectively by using relatable examples such as colors and shapes, which are appropriate for young learners. However, the language is somewhat complex and lacks clear definitions for key terms, which may confuse the children. Additionally, while there are some engagement prompts, they could be more structured to encourage active participation."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,candidate,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.7585,75.0,0.7551,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,candidate,2,Zg5AAxgf9qg,Sort the Same Group Two Different Ways | Preschool and Kindergarten | Kids Academy,Kids_Academy,00:04:56,0.5804,75.0,0.6482,"The transcript effectively explains the concept of sorting objects by color and size, using clear examples with cars that are relatable for young learners. However, while the language is mostly appropriate, some phrases could be simplified further for better understanding, and the introduction of terms like 'group' could benefit from clearer definitions. The engagement prompt at the end encourages active participation, which is a positive aspect."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","a demonstration of categorising a group of mixed kinds of objects by their physical features, attributes or characteristics for example their shape, colour or type",critical_foci,candidate,3,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.6309,45.0,0.5585,"The transcript attempts to explain the concept of place value using counting and grouping objects, but it lacks alignment with the target curriculum objective of sorting objects by physical features. The language is too complex for 5-6-year-olds, and the introduction of terms like 'tens place' and 'ones place' may confuse rather than clarify. While there are some engagement prompts, they are not effectively integrated throughout the explanation."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,baseline,1,1tXp6_NP-A0,I CAN count objects with 1:1 correspondence.,Leah_Ruesink,00:05:56,0.7318,85.0,0.7791,"The transcript effectively explains the counting principles with clear instructions and engaging prompts for learners. It focuses on the one-to-one principle and includes a practical demonstration, which is appropriate for the age group. However, while it introduces multiple challenges, it could benefit from more pictorial examples to further illustrate the counting concepts."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,baseline,2,bI1nPJgnWLs,Basic Counting - Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:04:36,0.7492,75.0,0.7495,"The transcript effectively introduces counting to 10 with clear, step-by-step examples using tangible objects like apples and books, which aligns with the curriculum objective. However, it lacks a deeper exploration of counting principles and could benefit from more engagement prompts to encourage interaction and reinforce understanding."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,baseline,3,KG6ILNOiMgM,Math Antics - Decimal Place Value,mathantics,00:11:51,0.7105,10.0,0.4663,"The transcript is not appropriate for 5-6 year old learners, as it focuses on complex concepts like decimal places and fractions, which are far beyond their developmental level. The language is too advanced, and it introduces multiple new terms without sufficient clarity or engaging examples suitable for young children. Additionally, the video fails to focus on the foundational concept of counting to 10, which is the target curriculum objective."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,candidate,1,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.7777,60.0,0.7066,"The transcript attempts to explain the concept of place value using concrete objects, which is appropriate for the target age group. However, it introduces the concept of tens and ones too early without sufficient focus on counting to 10, which is the curriculum objective. The language is somewhat complex for 5-6-year-olds, and while there are some engagement prompts, they could be more interactive to maintain attention."
