small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,baseline,1,bYRkptZ97c4,Parts and Whole - Learn To Break Numbers Into Parts,Miacademy_&_MiaPrep_Learning_Channel,00:08:26,0.8765,85.0,0.8659,"The transcript effectively introduces the concept of parts and wholes using relatable language and visual aids like snap cubes and number bonds, which align well with the target curriculum objective. It maintains focus on the single concept of number bonds within 10, uses simple language appropriate for young learners, and includes engaging prompts for student participation. However, it could benefit from slightly clearer definitions of terms like 'parts' and 'whole' to further enhance understanding."
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,baseline,2,Dyz50pr31Wc,Part and Whole - Beginning Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,00:08:04,0.844,85.0,0.8464,"The transcript effectively introduces the concept of parts and wholes using relatable examples like fruit, which is appropriate for young learners. It maintains focus on the single concept of number bonds within 10 and uses clear, simple language, while also engaging students with prompts to count and think about different ways to partition numbers. However, it could benefit from more visual aids or diagrammatic representations to further enhance understanding."
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,baseline,3,coq0PP9feec,Number bonds to 20 | Maths for kids | DoodleLearning,DoodleLearning,00:05:12,0.8547,50.0,0.7128,"The transcript introduces the concept of number bonds but focuses on bonds to 20 instead of the target objective of bonds within 10, which may confuse young learners. While it uses 10 frames and attempts to engage students with prompts, the language is somewhat complex for the age group, and the explanation lacks clarity and simplicity needed for effective understanding."
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,candidate,1,FY83JJF2BeI,What numbers make 10 | Make 10 with Frame and Number Bond |kindergarten  | Fun Learn Explore #make10,Fun_Learn_Explore,00:09:25,0.8278,85.0,0.8367,"The transcript effectively introduces the concept of number bonds within 10 using a 10 frame, which aligns well with the target curriculum objective. It maintains focus on the single concept of making 10 and uses simple language appropriate for 5-6 year-olds. However, while it includes engagement prompts, the introduction of terms like 'number bond' could be clearer with more explicit definitions and examples to enhance understanding."
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,candidate,2,iv2jtH-4zUQ,Number bonds to 10 using Numicon,Mrs_Melen,00:09:36,0.7964,85.0,0.8179,"The transcript effectively introduces the concept of number bonds to ten through a clear and engaging explanation, using simple language appropriate for 5-6 year olds. It maintains focus on a single concept and includes worked examples with step-by-step reasoning, though it could benefit from more pictographic or diagrammatic illustrations to enhance understanding."
Year 1_5-6_Autumn__Addition and subtraction within 10_5_Number bonds within 10,year-1__5-6__autumn__blank__addition-and-subtraction-within-10__5__number-bonds-within-10,20,5,Year 1,5-6,Autumn,,Addition and subtraction within 10,Number bonds within 10,"combine their knowledge of the part-whole model and addition facts to explore number bonds within 10 Starting with the whole, children break numbers into parts and explore how many different ways a number can be partitioned. Double-sided counters and ten frames are useful concrete resources, together with dot patterns. Children will see numbers made from dot patterns differently, for example some may see 6 as being made up of 5 and 1, while others may see it as being made up of two 3s. Exploring patterns is a good way to encourage discussion and expose children to different ways of thinking. Throughout this step, continue to look at number sentences written with the symbols in different places and talk about the commutative nature of the calculations, for example 3 + 1 = 4 is the same as 1 + 3 = 4",find all the pairs or combinations of single digit numbers that add together to make or equal 10,combined,candidate,3,MmLMU8BqyKw,Number Bonds 11-19 | Math Song for Kids | Jack Hartmann,Jack_Hartmann_Kids_Music_Channel,00:04:08,0.7983,30.0,0.599,"The transcript focuses on number bonds from 11 to 19 rather than the target objective of number bonds within 10, which may confuse learners. While it includes some movement prompts to engage children, it lacks pictographic examples, step-by-step reasoning, and clear definitions of terms, making it less effective for young learners new to the topic."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","Sort objects into groups based on colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. The concept of sorting can also be reinforced during daily activities.",gui_mvp_approved,baseline,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.8457,75.0,0.8074,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","Sort objects into groups based on colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. The concept of sorting can also be reinforced during daily activities.",gui_mvp_approved,baseline,2,Zg5AAxgf9qg,Sort the Same Group Two Different Ways | Preschool and Kindergarten | Kids Academy,Kids_Academy,00:04:56,0.6664,75.0,0.6998,"The transcript effectively explains the concept of sorting objects by color and size, using clear examples with cars that are relatable for young learners. However, while the language is mostly appropriate, some phrases could be simplified further for better understanding, and the introduction of terms like 'group' could benefit from clearer definitions. The engagement prompt at the end encourages active participation, which is a positive aspect."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","Sort objects into groups based on colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. The concept of sorting can also be reinforced during daily activities.",gui_mvp_approved,baseline,3,PAV-gwoLTIs,Number Bonds to 10 | Activities,Little_Learners,00:07:04,0.6573,45.0,0.5744,"The transcript primarily focuses on teaching number bonds to ten rather than sorting objects based on attributes, which does not align with the target curriculum objective. While it includes hands-on activities, the language and concepts introduced are complex for 5-6 year-olds, and there is a lack of clear definitions and examples for new terms. Additionally, the video does not effectively engage students in sorting activities or prompt them to create their own sorting criteria."
Year 1_5-6_Autumn__Place value within 10_1_Sort objects,year-1__5-6__autumn__blank__place-value-within-10__1__sort-objects,1,1,Year 1,5-6,Autumn,,Place value within 10,Sort objects,"learn that collections of objects can be sorted into sets based on attributes such as colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. Practical activities should be used to support the learning in this step and ideas are suggested in Key learning. The concept of sorting can also be reinforced during daily activities such as lining up. Children could be asked to line up based on certain criteria, for example whether they have a sister.","Sort objects into groups based on colour, size or shape. Sorting enables children to consider what is the same about all the objects in one set and how they differ from the objects in other sets. Children need to understand that the same collection of objects can be sorted in different ways and should be encouraged to come up with their own criteria for sorting objects into sets. The concept of sorting can also be reinforced during daily activities.",gui_mvp_approved,candidate,1,kFr-Vy3od7w,Categorizing and Sorting Objects | It's Easy With Twinkl | Twinkl USA,Twinkl_Teaching_Resources_-_United_States,00:06:45,0.9045,75.0,0.8427,"The transcript effectively introduces the concept of sorting by using clear and simple language appropriate for young learners. It focuses on a single concept throughout and includes engaging prompts that encourage participation. However, while it covers various sorting criteria, it could benefit from more pictorial examples and a clearer definition of 'attribute' to enhance understanding."
