small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,baseline,1,bg3FTgTmfkE,Comparing & Ordering Three-Digit Numbers,Miacademy_&_MiaPrep_Learning_Channel,00:10:19,0.8165,75.0,0.7899,"The transcript effectively introduces the concepts of comparing numbers and the use of symbols like greater than and less than, using relatable analogies like gummy bears and hungry alligators. However, the complexity of language and examples may be slightly advanced for 5-6 year olds, and the introduction of three-digit numbers could overwhelm them. While the video maintains focus on the core concept, it could benefit from more pictographic examples and simplified language to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,baseline,2,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,00:07:32,0.821,70.0,0.7726,"The transcript provides a comprehensive explanation of comparing numbers and introduces key concepts like place value and number charts. However, it may be too complex for 5-6 year olds, as it covers multiple concepts in one go without sufficient simplification or engagement prompts to maintain their attention."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,baseline,3,NtLl_hT9esM,How to Compare Decimals | Math with Mr. J,Math_with_Mr._J,00:11:38,0.7982,10.0,0.5189,"The transcript is not aligned with the target curriculum objective, as it focuses on comparing decimals rather than comparing whole numbers within 10. The language used is too complex for 5-6 year olds, and the explanations are lengthy and technical, making it difficult for young learners to grasp the core concept. Additionally, the introduction of terms like 'placeholder zeros' and 'thousandth's place' without age-appropriate definitions detracts from understanding."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,candidate,1,TiM1RvWMGAg,Comparing Numbers to 120 - Using Place Value To Compare,Miacademy_&_MiaPrep_Learning_Channel,00:06:23,0.7935,75.0,0.7761,"The transcript effectively introduces the concept of comparing numbers using place value, which aligns with the curriculum objective. However, it focuses on numbers greater than 10, which may not be appropriate for 5-6 year olds who are just learning to compare single-digit numbers. While the language is mostly accessible, some terms and examples could be simplified to better suit the age group."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,candidate,2,XVe5ty9A_O8,Quick Subtraction Number Bonds To 20,Maths_Mind_Benders,00:08:06,0.8298,30.0,0.6179,"The transcript primarily focuses on subtraction and does not align with the target curriculum objective of comparing single-digit numbers using greater than, less than, and equals symbols. The language used is complex for 5-6 year-olds, and there is a lack of clear definitions and pictorial examples to illustrate the core concepts. Additionally, the video does not maintain a focus on a single concept, leading to potential confusion for young learners."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","compare single digit numbers using symbols for greater than, less than and equals",simplify,candidate,3,ptHDJghHRM0,"2nd Grade Math 2.12, Compare 3-Digit Numbers, Greater, Less, Equal",JoAnn's_School,00:09:21,0.7778,25.0,0.5667,"The transcript is not aligned with the target curriculum objective, as it focuses on three-digit numbers instead of single-digit numbers. The language is too complex for 5-6 year-olds, and there are no pictographic examples or student engagement prompts to aid understanding. Additionally, the introduction of new terms lacks clear definitions suitable for the age group."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","Building on prior knowledge, children compare pairs of numbers within 10, using counting and object representation skills. They apply terms ""greater than"", ""less than"", ""equal to"", and corresponding symbols >, <, =. Reinforcing symbol use and comparing numbers written as words enhances understanding.",short,baseline,1,bg3FTgTmfkE,Comparing & Ordering Three-Digit Numbers,Miacademy_&_MiaPrep_Learning_Channel,00:10:19,0.8165,75.0,0.7899,"The transcript effectively introduces the concepts of comparing numbers and the use of symbols like greater than and less than, using relatable analogies like gummy bears and hungry alligators. However, the complexity of language and examples may be slightly advanced for 5-6 year olds, and the introduction of three-digit numbers could overwhelm them. While the video maintains focus on the core concept, it could benefit from more pictographic examples and simplified language to enhance understanding."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","Building on prior knowledge, children compare pairs of numbers within 10, using counting and object representation skills. They apply terms ""greater than"", ""less than"", ""equal to"", and corresponding symbols >, <, =. Reinforcing symbol use and comparing numbers written as words enhances understanding.",short,baseline,2,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,00:07:32,0.821,70.0,0.7726,"The transcript provides a comprehensive explanation of comparing numbers and introduces key concepts like place value and number charts. However, it may be too complex for 5-6 year olds, as it covers multiple concepts in one go without sufficient simplification or engagement prompts to maintain their attention."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","Building on prior knowledge, children compare pairs of numbers within 10, using counting and object representation skills. They apply terms ""greater than"", ""less than"", ""equal to"", and corresponding symbols >, <, =. Reinforcing symbol use and comparing numbers written as words enhances understanding.",short,baseline,3,NtLl_hT9esM,How to Compare Decimals | Math with Mr. J,Math_with_Mr._J,00:11:38,0.7982,10.0,0.5189,"The transcript is not aligned with the target curriculum objective, as it focuses on comparing decimals rather than comparing whole numbers within 10. The language used is too complex for 5-6 year olds, and the explanations are lengthy and technical, making it difficult for young learners to grasp the core concept. Additionally, the introduction of terms like 'placeholder zeros' and 'thousandth's place' without age-appropriate definitions detracts from understanding."
Year 1_5-6_Autumn__Place value within 10_13_Compare numbers,year-1__5-6__autumn__blank__place-value-within-10__13__compare-numbers,13,13,Year 1,5-6,Autumn,,Place value within 10,Compare numbers,"build on their learning from earlier in the block to compare pairs of numbers within 10 Children can use their knowledge of counting to support them, for example because they would say 6 after 5, they know that 6 is greater than 5. Children can also use their knowledge of representing numbers using objects to help them identify which of a pair of numbers is greater or less than the other. In the previous steps, children were introduced to the language of “greater than”, “less than” and “equal to” alongside the corresponding inequality symbols >, < and =. They use these throughout this step when comparing numbers. It is important that children use all the symbols, in order to reinforce their meaning. In order to bring in other learning from this block, children could also compare numbers written as words.","Building on prior knowledge, children compare pairs of numbers within 10, using counting and object representation skills. They apply terms ""greater than"", ""less than"", ""equal to"", and corresponding symbols >, <, =. Reinforcing symbol use and comparing numbers written as words enhances understanding.",short,candidate,1,bg3FTgTmfkE,Comparing & Ordering Three-Digit Numbers,Miacademy_&_MiaPrep_Learning_Channel,00:10:19,0.8225,75.0,0.7935,"The transcript effectively introduces the concepts of comparing numbers and the use of symbols like greater than and less than, using relatable analogies like gummy bears and hungry alligators. However, the complexity of language and examples may be slightly advanced for 5-6 year olds, and the introduction of three-digit numbers could overwhelm them. While the video maintains focus on the core concept, it could benefit from more pictographic examples and simplified language to enhance understanding."
